icao_airl_code,perf_type,deviation_code,mel_dx_remark,mel_ofp_remark,p_tow,p_enrte_wt,p_lw,p_tcap,unit_weight,p_perf_corr,p_altitude,unit_vertical,p_speed_knots,p_speed_mach,unit_speed,p_etops_circles,unit_etops_circles,p_etops_critfuel_dc,p_etops_critfuel_dx,item_10a,item10_b,item18_rnav,item18_rnp,tcas,fms,landing_ep,ats_service_type,other_eq,auto_land_down,ils_down,aos_action,gls_down,rnp_precision_down,aime,eff_from,eff_till,action
HVN,87967,CDL78-31-02X2,ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 2 *APPLY PENALTY TAKE-OFF 498 ENROUTE 226 APPROACH & LANDING 272*,THRUST REVERSER BLOCKER DOOR WEDGE FAIRING. ,498,226,272,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X3,ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 3 *APPLY PENALTY TAKE-OFF 747 ENROUTE 339 APPROACH & LANDING 408*,THRUST REVERSER BLOCKER DOOR WEDGE FAIRING. ,747,339,408,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X4,ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 4 *APPLY PENALTY TAKE-OFF 996 ENROUTE 452 APPROACH & LANDING 544*,THRUST REVERSER BLOCKER DOOR WEDGE FAIRING. ,996,452,544,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X5,"ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 5 *APPLY PENALTY TAKE-OFF 1,245 ENROUTE 565 APPROACH & LANDING 680*",THRUST REVERSER BLOCKER DOOR WEDGE FAIRING. ,1245,565,680,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X6,"ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 6 *APPLY PENALTY TAKE-OFF 1,494 ENROUTE 678 APPROACH & LANDING 816*",THRUST REVERSER BLOCKER DOOR WEDGE FAIRING. ,1494,678,816,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X7,"ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 7 *APPLY PENALTY TAKE-OFF 1,743 ENROUTE 791 APPROACH & LANDING 952*",THRUST REVERSER BLOCKER DOOR WEDGE FAIRING. ,1743,791,952,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X8,"ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 8 *APPLY PENALTY TAKE-OFF 1,992 ENROUTE 904 APPROACH & LANDING 1,088*",THRUST REVERSER BLOCKER DOOR WEDGE FAIRING,1992,904,1088,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X9,"ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 9 *APPLY PENALTY TAKE-OFF 2,241 ENROUTE 1,017 APPROACH & LANDING 1,224*",THRUST REVERSER BLOCKER DOOR WEDGE FAIRING.,2241,1017,1224,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X10,"ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 10 *APPLY PENALTY TAKE-OFF 2,490 ENROUTE 1,130 APPROACH & LANDING 1,360*",THRUST REVERSER BLOCKER DOOR WEDGE FAIRING. ,2490,1130,1360,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X11,"ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 11 *APPLY PENALTY TAKE-OFF 2,739 ENROUTE 1,243 APPROACH & LANDING 1,496*",THRUST REVERSER BLOCKER DOOR WEDGE FAIRING. ,2739,1243,1496,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X12,"ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 12 *APPLY PENALTY TAKE-OFF 2,988 ENROUTE 1,356 APPROACH & LANDING 1,632*",THRUST REVERSER BLOCKER DOOR WEDGE FAIRING. ,2988,1356,1632,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X13,"ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 13 *APPLY PENALTY TAKE-OFF 3,237 ENROUTE 1,469 APPROACH & LANDING 1,768*",THRUST REVERSER BLOCKER DOOR WEDGE FAIRING. ,3237,1469,1768,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X14,"ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 14 *APPLY PENALTY TAKE-OFF 3,486 ENROUTE 1,582 APPROACH & LANDING 1,904*",THRUST REVERSER BLOCKER DOOR WEDGE FAIRING. ,3486,1582,1904,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X15,"ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 15 *APPLY PENALTY TAKE-OFF 3,735 ENROUTE 1,695 APPROACH & LANDING 2,040*",THRUST REVERSER BLOCKER DOOR WEDGE FAIRING. ,3735,1695,2040,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X16,"ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 16 *APPLY PENALTY TAKE-OFF 3,984 ENROUTE 1,808 APPROACH & LANDING 2,176*",THRUST REVERSER BLOCKER DOOR WEDGE FAIRING.,3984,1808,2176,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X17,"ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 17 *APPLY PENALTY TAKE-OFF 4,233 ENROUTE 1,921 APPROACH & LANDING 2,312*",THRUST REVERSER BLOCKER DOOR WEDGE FAIRING,4233,1921,2312,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X18,"ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 18 *APPLY PENALTY TAKE-OFF 4,482 ENROUTE 2,034 APPROACH & LANDING 2,448*",THRUST REVERSER BLOCKER DOOR WEDGE FAIRING. ,4482,2034,2448,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X19,"ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 19 *APPLY PENALTY TAKE-OFF 4,731 ENROUTE 2,147 APPROACH & LANDING 2,584*",THRUST REVERSER BLOCKER DOOR WEDGE FAIRING. ,4731,2147,2584,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-02X20,"ANY NUMBER MAY BE MISSING. WEDGE FAIRING MISSING: 20 *APPLY PENALTY TAKE-OFF 4,980 ENROUTE 2,260 APPROACH & LANDING 2,720",THRUST REVERSER BLOCKER DOOR WEDGE FAIRING. ,4980,2260,2720,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,w,,,,,,INSERT
HVN,87967,CDL78-31-04X1,UP TO THIRTEEN MAY BE MISSING. TWELVE MAY BE MISSING FROM ONE ENGINE AND ONE MAY BE MISSING FROM THE OTHER ENGINE MANUALLY ENSURE: REFER TO MEL FOR PERFORMANCE PENALTY,THRUST REVERSER BLOCKER DOOR HINGE COVERS. ,0,0,0,0,KG,0,0,FF,0,0,KT,0,MN,0,0,,,,,,,,,,,,a,,,,,,INSERT
